,tag,title,comment,src
12566,태그없음,전애인한테 연락했어,직접 만나봐야 알 듯,인티
12567,태그없음,헤어지는게 나을 연애 계속 잡고 있는게 맞을까,빨리 헤어져야해 붙들고있다가 못볼꼴 다 보면서 상처받고 끝나기 전에,인티
12568,질문,번호를 따긴 땄는데 무슨 말해야 할까요,아무런 준비없이 번호만 따면 넘어올줄 알았음매?,펨코
12569,잡담,내가 쓸데없이 예민하게 굴었던건가 이거,아무일없었던거처럼 왜전화했냐하면될듯 ㅋㅋ,펨코
12570,연애중,₩(남자)화자₩인데 22살 애인 생일선물 추천좀 해주세용,좋아요~ 겨울이니까 아크네 머플러나 폴로 가디건도 좋을 듯 무난템,인티
12571,데이트코스 질문,다음주 수요일에 에버랜드로 수학여행 가는데 머할지 추천점,독수리요새,펨코
12572,태그없음,첫월급타면 애인한테 보통 선물이나 뭐 사주나??,나는 비싼 밥 먹으러 갔었오,인티
12573,태그없음,애인이 노상방뇨,헤어질 정도는 아님,인티
12574,질문,직장인 커플링 어디에서 사구 얼마짜리가 좋을까요?,종로인가 가야지,펨코
12575,태그없음,살뺐는데 현타온다,스펙 뭐양 ?,인티
12576,썸,썸남이랑 끝냈다,잘했네 근데 진짜 얼굴이 다가아니라 잘생겨도 부담스러우면 팍식더라,인티
12577,잡담,ㅜㅜ 소개팅 받아서 사귀기로 했는데 부모님이 반대함,안타깝네여ㅜ,펨코
12578,태그없음,장거리 몸멀마멀은 공식이야 ?,장거리 한달찬데 아직은 거뜬 과연 얼마나 오래갈지!!,인티
12579,이별,카톡으로 플러팅 어떻게해 다들?,"나도 전애인이랑 연락 중인데 ㅋㅋㅋㅋㅋ 난 썸 탈 때나 사겼을 때 자주 했던 방식 그대로 하고 있어,,",인티
12580,태그없음,크리스마스 선물 해? 안해?,우리도 안 행,인티
12581,잡담,개명할껀데 한자 추천좀요,빛날 연,펨코
12582,잡담,전남친 잘살았으면 좋겠다,"전남친도, 님도 행복하시길 바라요",펨코
12583,태그없음,잇프피 차단하고 다시 푸는 거 무슨 심리야?,근황 궁금해서? 아니면 신경 쓰여서 차단했었는데 이제는 소식 봐도 괜찮을 것 같아서,인티
12584,연애중,난 왜 항상 사귀고나서 4개월뒤에 권태기가 오는걸까,남자가 재미없게 하거나 재미없는사람만 만난듯,인티
12585,연애중,애인한테 나밖에 없는거 점점 깨,친구나 동료가 한명도 없는 거야?,인티
12586,잡담,음식하는사람들은 도대체 어디서 연애를 하는가,나이 물어볼 때 번호알려주기 ㄱㄱ,펨코
12587,이별,11월말에 헤어졌는데 겨울이 이렇게 지나가네 ㅎ,나도 그때 헤어졌어ㅋㅋㅋㅋㅋㅋㅋㅋ크리스마스랑 새해때 미치는줄 알았는데 시간 진짜 빠르다 ㅎㅎ,인티
12588,잡담,이별 10일차,우는것도 도움이 되더라구요 전 21일차인데 10일차때보다는 많이 나아짐!,펨코
12589,태그없음,전 애인 어머니 돌아가셨는데 가봐야 하나?,6년도아니고 6개월이면 안갈듯,인티
12590,잡담,깊게 친해지긴 싫은데 사람들은 많이 알고 싶어,소모임 ㄱㄱ,펨코
12591,이별,그냥 잘 사는지 연락하는 것도 구질구질한건가,다시 만날 생각 없으면 진짜 굳이야,인티
12592,잡담,남자친구를 보고 자극받아서 이기고 싶은데 정상인가요?,동기부여는 좋은거죠 누가 나를 보고 좀 그렇게 생각해줬으면 좋겠네 ㅋㅋㅠㅠ 사랑이 핗요해,펨코
12593,태그없음,ISFP들 원래 이렇게 질문 많이 하냐,관심 있어서 구래,인티
12594,잡담,동안이라는 말 좋나요 싫나요?,들어본 적 없어서 잘 모르겠음,펨코
12595,질문,헤어졌는데 마음 정리하기가 어려워요,타이레놀 먹어,펨코
12596,태그없음,보통 연말회식을 12월31일에도 해??,아니 누가 토요일에 회식해? 진짜 싫다,인티
12597,데이트코스 질문,삼프터 장소,합정보다는 연남동이 낫지 않나 그래도,펨코
12598,잡담,하긴 사회복무요원 510여일 남았는데 취업걱정하는게 오바같긴 하네요,군복무든 사회복무든 그 기간이 유일하게 걱정 고민 안할수있는 시간임!,펨코
12599,태그없음,직업군인 계급 중위면 많이 바빠?,무슨 일 하냐에 따라 다르지 ? 나 육군 중위랑 만나는 중이야 궁금한 거 물어봥 ~,인티
12600,태그없음,26살 모솔인데 연애 할 수 있는거 맞겠지,나랑 해,인티
12601,잡담,난 정신과 상담3번받아봄,상담 받으면 무조건좋대,펨코
12602,이별,근데 나도 진짜 잘해주긴했었나봐,나도 최근에 이별했는데 너무 공감된다,인티
12603,질문,소개팅 애프터 때도 남자가 밥삼?,관심있음 한번더 밥사고 쫑낼꺼면 더치,펨코
12604,기타,"단톡방 다 나가고싶어 ₩청자₩드라,,,,",너무 많을 정도면 본인이 처신을 잘못한건 아닌지 한번 돌아볼 필요도 있지 않나 싶어,인티
12605,질문,해외에서 보톡이나 페톡 하려면?,라인도 영통 있어요,펨코
12606,잡담,뭐하고 있는건지 모르겠다,그러다 우울증 무기력증 옴 ㅠ,펨코
12607,잡담,여사친 또 코로나라네,여사친이 집에 왜가죠!,펨코
12608,태그없음,바람 용서해주고 다시 만나는 사람 있어?,절대 신뢰 회복못하고 한번 바람은 끝임 어차피 또 바람피거등,인티
12609,잡담,왤케 무의식적으로 스킨십 하는 여자가 많은가,뭐지 나한테는 투명베리어 쳐져있나,펨코
12610,잡담,공군 예비군 있냐,한달전에 성남 다녀왔는데 그냥 강당에 앉혀놓고 화생방이랑 기지방호 같은거 이론 설명만 하다가 시간 채우는대로 계속 내보내더라고요,펨코
12611,연애중,보통 생각할 시간 갖자고 하면 어느정도 기간 생각해?,우린 제일 길게 가진 게 5일이었엉,인티
12612,잡담,예전에 인간적으로 좋아했던 동생이랑 다시 만날거같은데 좀 불안하다,그래도 막상 만나면 서로 반가워할테니 잘 다녀오셔요 ㅎㅎ,펨코
12613,태그없음,성격 매력있어도 모솔일수있지않아?,파워자만추면 가능 근데 그런 아까운 사람들은 주변 친구들이 어떻게든 주선해서 연결시키려 하더라,인티
12614,잡담,남친이 나는 호랑이야 라고 하면 뭐라 답해야함?,아니 무슨 나 초등학생 가르칠때 하던 말이랑 똑같누ㅋㅋㅋㅋㅋ,펨코
12615,태그없음,안정기 기준 며칠이라 생각해?,1년?,인티
12616,연애중,애인 식었으면 다시 마음 되돌리기 어려워?,그런 경우는 힘들어서 나도 맘 정리했었어ㅠㅠ,인티
12617,태그없음,애인 부모님 갖다드리라고 내가 선물 줬는데 자기 친구한테 줬음,기분 더럽지,인티
12618,썸,오래 타는 사람들 있자나,서로 쌍방호감이면 썸은 끝내야지 아니면 어장일 뿐이야,인티
12619,태그없음,그냥 내가 없었던 일로 하면 될듯,깔끔하게 놔버리자 ㅠㅠ,인티
12620,태그없음,필요한 게 없다는 애인 생일선물,내 남친도 진짜 아무것도 필요한게 없다고 하고 실제로도 걍 뭐든 다 있어서 필요한 게 없어버여서 걍 좀 비싼 후드티 사줫움,인티
12621,질문,머플러 장갑 고민하다 어그 생각하는데 어디서 사죠,요새 숏어그 유행인데 수량이 많이 없을거에요ㅠㅠ,펨코
12622,짝,연하 취준생 짝남 어떻게 꼬셔?,너는 직장인?,인티
12623,잡담,지금 짝녀랑 잘 되든 안 되든 이 사람은 평생 못 잊을 것 같음,해피엔딩으로 주세요,펨코
12624,태그없음,남자들은 보통 교포 스타일 여자,사바사긴 한데 보통은 조아하진 않지?,인티
12625,잡담,여친 있는데 나 좋다는 여자가 생김,후회해,펨코
12626,썸,썸붕났는데 내가 노력해서 약속잡았거든?,나도 얼마전 썸붕 나서 넘 슬펐는데,인티
12627,연애중,와 연애 진짜 좋은 거구나,맞아 그 사람한테 배우는 점도 많고 서로 버팀목이 돼서 얻는 힘도 있고 나랑 아예 다른 사람이랑 깊게 대화도 나누고 같이 뭘 많이 하니까 시야도 넓어지고 연애 진짜 좋은 것 같아,인티
12628,잡담,오랜만에 보는 여사친이랑 보드타러갑니다,과연 보드만 타고올지,펨코
12629,데이트코스 질문,서울에 커플 심리카페 가본사람들있나,오 저두 궁금!!!,펨코
12630,태그없음,상견례하고 결혼 준비 조금 늦게 해도 되나?,나는 아니구 울언니 결혼할때 그렇게 햇우 상견례하구 서로 일정 조정하다보니 한 1년반뒤에 결혼햇당,인티
12631,태그없음,남자들이 생각하는 귀여운건 뭐야,리액션이랑 반응이 좋은사람?,인티
12632,짝,짝남이 생일선물 준다고 하는데 뭘 말해야되지,그냥 밥 한번 사라고 하는건???,인티
12633,이별,물건 준다고 연락하는건 핑계인가?,그럴수도있어,인티
12634,잡담,복싱 배울까 다시 태권도 배울까,복싱ㄱㄱ,펨코
12635,이별,잘 안 맞는데 3년 반 사귄 건 찐사랑이었다는 증거야?,그냥 헤어질 용기가 없는 사람 둘이 만났을 수도 있음,인티
12636,태그없음,물질적으로 잘 베풀고 주변사람들도 잘챙기는 여자 어때?,좋긴 한데 아마 연인으로서는 별로라고 하는 사람들도 있을듯 개인적으로는 난 좋아 그런 사람,인티
12637,태그없음,서로 사랑하는데 너무 자주 싸워서 한시간 전에 헤어졌는데 잡고싶너 ㅡㅜㅜㅜ,웃길라나,인티
12638,태그없음,항상 사귀는 거까진 성공하는데 연애가 다 짧게 끝나,해어질때 이유가 뭔데?,인티
12639,태그없음,남들 다 연애할 때 뭐했니,안하는게 나음 감정소비할시간에,인티
12640,태그없음,아니 네모 팬티가 그렇게 이상해??!!,나두 네모팬티 입는디,인티
12641,태그없음,기분 안 좋을 때 어떻게 해?,난 솔직하게 말하고 서로 대화로 풀어,인티
12642,질문,맞춤법 잘 맞추는 여자 보면 나만 호감 생김? ㅋㅋㅋ,ㅇㅈㅇㅈ,펨코
12643,태그없음,OPEN RELATIONSHIP?,어떤 맥락에서 나온 얘긴데?,인티
12644,태그없음,애인이 B친구만 만나면 거짓말하고 사고쳤는데 걔 연락처 알아두려고 달라고 한 게 갑질일까,폰 뒤져서 몰래 알아간것도 아니고 걱정되니까 자주노는 친한친구 연락처 대놓고 알려달라한게 왜 갑질임ㅋㅋㅋ 본인도 주기엔 어지간히 찔리니까 버럭하는거 보인다,인티
12645,잡담,현백 사람 겁나많다,여의도 더현대? 웨이팅 긴가요,펨코
12646,태그없음,인스타 안하는 애인어때?,멍좋음,인티
12647,잡담,연애할때 경제적 능력 보기도함?,보기도 하죠 결혼생각 안해도 같은 값이면 다홍치마느낌?,펨코
12648,태그없음,가족문제로 상황이별한 ₩청자₩들 있어?,나 무슨 일이야?,인티
12649,태그없음,열 번 찍어 안 넘어가는 나무 없다,우리는 이걸 스토킹이라고 부르기로 했지ㅎ,인티
12650,잡담,현?전?여친 마무리 지으려고 톡 보냄,고생했음 어느 쪽이든 깔끔하게 잘 되길,펨코
12651,이별,생각해보겠댔는데 연락 안제까지 기다리면 될까,그냥 완전 헤어졌다 생각하고 자기일 열심히 하고있으면 돌아올 사람은 돌아온다구 생각해 한달이든 두달이든 일단 재회하고싶으면 조급해하지말고 마음을 비우는게 젤 좋은듯,인티
12652,태그없음,남자 입장에서 사귀기 전에 먼저 할 거 다 하고나면 아쉬울 게 없지?,"그럴 수도 있는데 좋아하면 사귀는 거지 머,,",인티
12653,태그없음,우울증 어떻게 극복해?,루틴이중요한데 이미 만성이라면 병원도움받아봐 나도 약먹고잘살고있어,인티
12654,질문,일대일만남은 되는데 연락이 안되는 경우,심심일가능성 높음,펨코
12655,연애중,인별에 여자들이랑 파티한거 괜찮아?,"엄,, 난별로임 그거봤으면 아예 연애를 시작안했을듯",인티
12656,태그없음,₩청자₩들은 남자때문에 갑자기 확 우울해 질때 있어?,난 그럴때 뭘해도 나아지지 않아서 걍 알아서 괜찮아질 때까지 버텨,인티
12657,잡담,서면 포차거리에서 오랜만에 겪은 설레임?,서울사람이 먹힘 문제는 친구네 옆자리 일본 여자애들하고 합석 후 잼나게 놀다가 2차까지 술마시러갔는데 친구 개취해서 막 뛰어 다니는거 잡으러 댕기다가 끝난적 있는데 아직도 기억남,펨코
12658,이별,사랑하는건 아닌데 정들어서 헤어지는게 슬플수도있어?,당연 ㅠ,인티
12659,잡담,자기한테 마음있는지는 자신이 아는 법임,사실 자기도 아는데 확신이 필요한거지,펨코
12660,잡담,코로나 확진 담배 어쩜?,친구한테 부탁해서 문앞에 놓고 가달라고 해봐,펨코
12661,태그없음,주변에 장기연애 흔한 편이야?,25인데 중3부터 만나서 사귐,인티
12662,잡담,카톡하다가 사라지는거 너무 짜증남,나만 애타나 부터 온갖 생각 다 들지,펨코
12663,데이트코스 질문,이번에 순천에서 여수를 썸녀랑 가는데 추천좀 ㅠ,행님 저순천살아요,펨코
12664,잡담,크리스마스 약속 잡음 ㅅㄱ,아직 모른다,펨코
12665,잡담,남자친구와 다시 만나게 됐어요,이쁘게 잘 만나요 ㅊㅊ,펨코
12666,잡담,소개팅 하기도 전에 까인 적 있음ㅋㅋㅋ,개이득이지 만났으면 시간낭비 열정낭비 돈낭비인데 그거 안 했으니,펨코
12667,태그없음,잇프피들 거절 잘 해 ?,난 거절은 잘해,인티
12668,태그없음,애인이 옷 못입으면 어때,나도 그래서 선물로 옷 많이 사줬엇어,인티
12669,태그없음,짧게 보고 얘기도 별로 안나눠봤는데 몇년째 짝사랑 가능해??,"나 고딩때 같은반도 한번도 안해보고 말도 한번도 안해본 애 3년 내내 짝사랑함,,,잊는데도 몇년 걸림 ㅠ",인티
12670,잡담,어제 와이프랑 밥먹으면서 나 좋아하게된 이유 물어봄ㅋㅋ,와우 뭔가 좋아보이네요,펨코
12671,태그없음,애인이 다른 이성이랑 사적인 얘기하는 거 싫지 않아?,딱히 상관없어,인티
12672,연애중,새해문자 길게 안하고 짧게 보내면 상대방이 서운하게 생각하나?,답장오면 그 후에 기엽게 보내조~,인티
12673,질문,학생인데 연애어케함,몇살임 ?,펨코
12674,태그없음,짝남이 이상형이 외유내강이라는데 뭘까,그게 진짜 눈이 높은거,인티
12675,태그없음,애인 폰 몰래 봤는데 여자 있었어 헤어질때 폰 봤다고 사실대로 말해야 될까,ㄴㄴ 말하지마,인티
12676,연애중,첫연애인데 내가 너무 갑이야,나도 그랬는데 걍 내가 별로 안 좋아하는 거였음,인티
12677,태그없음,크리스마스에 다들 뭐 할 계획이야???,콘서트,인티
12678,잡담,친한 동기 내일 입대하는데 기분 묘하다,ㅇㅅㅇ,펨코
12679,기타,"프레임, 프 신 뜻이 뭐에요??",재회용어 말하는거 같네요?,인티
12680,연애중,"개인시간 좀 갖고싶어,,",이런 건 얘기해야됨 난 하고 싶어하는 쪽인데 전화했는데 안 하고 싶어하는 거 느껴지기보다는 솔직하게 말해주는게 더 좋음,인티
12681,잡담,오늘 퇴근하고 남사친 관련 얘기 한번 꺼내봐야겠음,찌질해보이는게 어딧어 신경쓰이면 말하는거지,펨코
12682,잡담,13살차이 썸녀랑 부산 데이트하고옴,13살?와,펨코
12683,잡담,왜 이리 심심하지,원래그럼ㅠ,펨코
12684,태그없음,20대 후반 패딩 브랜드,블랙야크 네셔널지오그래픽 디스커버리 네파,인티
12685,잡담,주변 30대들 보면 다들 확실히 연애를 안하는 추세긴 하네요,30대는 진짜 만날곳이없어서,펨코
12686,태그없음,진하게 생긴 상은 살 쪄 있으면 별로지?,ㅇㅇㅇㅇ무조건,인티
12687,썸,최근에 썸붕난 ₩청자₩둘 있니,내가 그래 2개월 째인데 진짜 정 다 붙히고 시작도 못하고 끝나니까 더 비참하고 생각나고 그러더라,인티
12688,태그없음,나 만나기전에 파트너 있던 사람 만날수있어? 아손떨려,아니 절대뭘 물어볼 것도 없이 정리할 듯,인티
12689,태그없음,진짜 좋아해도 차였을때 안 붙잡을 수 있어?,걔 마음은 거기까지니까 날 찼겠지,인티
12690,썸,왜 갑자기 연락이 잘 안될까???,관심이 식은거일수도잇써,인티
12691,이별,내 인스타만 좋아요 안 누르는거 아무 의미 없겠지,헤어진 마당에 좋아요 누르는게 더 이상함,인티
12692,짝,관심있는거랑 미친듯 짝사랑하는거랑 진짜 다른듯,와 ㅇㅈ 짝사랑은 그냥 말거는거 자체가 백번고민한 결과물임,인티
12693,연애중,애인이 타투하겠다는데 말리면 안되겠지?,웅 개인적으로는 안 좋아한다는 식으로 말은해도 하지말라고는 못하지,인티
12694,태그없음,\(남자)청자\들아 예쁘다는 말,호감인걸수도있고 걍 찔러보는걸수도 있고,인티
12695,이별,연락왔는데 읽씹하는게 낫겠지,뭐라고 연락왔는데?,인티
12696,썸,어제 새벽까지 놀았는데 오늘 또 보자 하는거 오바지?,뭐 어때 물어는 봐봐,인티
12697,잡담,존잘 번호따서 썸타는 중,연예인 누구닮았어요?,펨코
12698,연애중,다들 어릴때? 환승은 아니지만 번호도 따고 끊임없이 연애해바써?,번따 헌팅은 아니지만 거의 끊임없이 연애했는듯ㅋㅋㅋ,인티
12699,태그없음,지금 피곤하다고 자려는 사람한테 시간 가지자고 말하면 좀 그런가,그래도 말해,인티
12700,태그없음,썸이나 짝사랑이여도 몇년동안 못잊는게ㅜ가능하냐,엄청 절절한건 아닌데 기억에서 잊혀지지않는 사람은 있더라,인티
12701,태그없음,나 160 60키론데 잘생긴 애인 있음,160에 60이면 살찐 거 아니잖아,인티
12702,이별,완전 첫연애 끝났는데 이제 연애 못할듯,에이 또 할거야 나도 헤어지고 그랬었지만 ^^ 전혀아니었음 더 좋은사람만날겨,인티
12703,잡담,내일 짝꿍 서프라이즈로 찾아가야지,좋겠다 보고 싶으면 보러 갈 수 있어서,펨코
12704,잡담,내가 예전 할로윈때 했던 코스프레,인싸 ㄷㄷ,펨코
12705,연애중,연락텀이 어떻게 돼?,아무일 없으면 늦어도 30분 안에 답 하고 일있거나 연락 못할 상황이면 몇시간도 됨,인티
12706,이별,헤어지니까 내 인생 자체가 너무 힘들어졌다,성향이 다른 것 같은데 뭐 이런 성향도 있고 저런 성향도 있는 거지!,인티
12707,태그없음,근데 회피형이 정확히 뭐야?혼자 생각하고 마음정리해서 이별통보하는것도 회피형이야?,소통 안 하려 하는것도 회피임,인티
12708,태그없음,난 왜 먼저 만나자는 말을 못하겠지,거절당하는게 무서워서 그런가? 이성은 아니더라두 내가 항상 먼저 보자고 하는 친구 몇명 있는데 가끔 서운해 ㅠ 먼저 보자고 할만큼 나랑 안보고싶은가 해서,인티
12709,잡담,양양 불이 장기전돼서 여친을 못보니깐 눈치보인다,수고가 많으심다,펨코
12710,잡담,20대 중반인데 육아 유튜브 입덕해버림,애 빨리 낳아!,펨코
12711,태그없음,다들 솔로된지 얼마나 됨?,5일차,인티
12712,태그없음,씨씨로만나 결혼하는 게 내 목표,드라마 그만봐 !!,인티
12713,잡담,사장님 몇살이에요?의 의미가 뭘까,이래서 존잘들은 안돼,펨코
12714,태그없음,진짜 이 사람은 끝까지 ㄹㅇ친구다 했던 오래된 사이에서 좋아하게 된 ₩청자₩들 있음?,나네 선고백받고 친구로도 못지내는거 썸이라도 타보자 했다가 맘생겨서 사귐,인티
12715,태그없음,다들 언제 연애하고 싶어??,남친이 홀대할때,인티
12716,잡담,고백 타이밍 어찌잡누,너가젤잘알걸 ㅋㅋㅋ,펨코
12717,잡담,곧 있으면 할로윈이고 크리스마슨데 난 뭐하지?,운동은 해야지,펨코
12718,질문,만팔천원짜리 초콜릿 사주고 생색은 쫌,무슨 선물이든 생색낼거면 안사주는거만 못함,펨코
12719,이별,헤어지고 연락 한 번도 안 온 거면 나를 안 좋아 했던 걸까?,나도 미련 남고 보고싶고 힘들어도 안하는데,인티
12720,잡담,외모 칭찬 받을때 짜릿함,기만 ㅡㅡ,펨코
12721,연애중,너는 나랑 자려고 만나? 이 말 너무 심해?,난 별로 안심한거 같은데,인티
12722,연애중,서울에 낙산공원 데이트장소로 좋아??,나 주말에 가기로 했어 !!! ㅎㅎ 연극보고 가려구,인티
12723,태그없음,누가봐도 헤어지자고하긴싫고 니가 날 차라 하고있는데 내가 헤어지자해?,나같으면 짜증나서 걍 참,인티
12724,잡담,목요일에 에버랜드가면 사람많을까유?,비오는날 가도 사람 뒤지게 많았습니다 ㅠ,펨코
12725,태그없음,애인이 보내준 사진 저장 안 하는 경우 많아?,"나 그냥,,, 어차피 카톡 들가면 볼 수 있어서 안해,,, 아이폰이라 어차피 정리도 안되섴ㅋ큐ㅠㅠ",인티
12726,태그없음,계속 다른 남자한테 눈 돌아가면 헤어지는 게 맞아?,연락하거나 그런건 아닌데 그냥 괜찮다~ 이런 생각 자동적으로 들고 신경쓰임 욕해도 할말없음,인티
12727,잡담,카톡 한달 무료 이모티콘 유용하게 써봄,어디서받니,펨코
12728,잡담,치킨이 너무 좋음,닭다리 두개주는 남자어때,펨코
12729,태그없음,대학원다니면서 결혼준비 할만한가?,헉 아니 ?,인티
12730,이별,헤어진 여친 빨리 잊는법이 있을까요,운동 ㄱ,펨코
12731,태그없음,둘 다 결혼적령기면 1년 만나고 결혼확신들어?,음 1년리면 들긴하는듯 나도 남편이랑 1년정도 만나고 결혼 생각 슬슬하다가 1년 반 정도쯤부터 준비해서 결혼했어,인티
12732,썸,잇프피가 관심없으면 먼저 약속 안 잡아?,엉 관심이나 확신 없으면 먼저 약속 안 잡아,인티
12733,이별,하 연말에 카톡이별당하네 ㅋㅋㅋ,헐 얼마나 만났는데 카톡이별이야ㅜㅜ,인티
12734,태그없음,연애하는게 왜 좋아?,그냥 내편이 생기는게 행복해,인티
12735,이별,내 전애인은 절대 절대 연락올 일 없을 듯,슬프다 나도 딱 저상황인데 근데 난 헤어지고 잡았는데 한 번도 안잡혀주더라,인티
12736,태그없음,애인이 질투가 거의 없는 거 정상이야?,덜 좋아하는거,인티
12737,태그없음,진짜 또 카톡때문에 썸붕,계속 해보면서 배우는수 밖에,인티
12738,이별,너 어떻게 지낼지 눈에 훤해서 자꾸 생각난다,어떻게 헤어졌길래 차였는데 걱정해?,인티
12739,썸,연락을 해보고 싶어도 방법이 없네,왜 방법이 업서,인티
12740,태그없음,애인한테 전애인이 연락온 걸 봤어,차단했으면 됐지 뭐 더 할 게 있나?,인티
12741,질문,회사에 관심녀 생겼는데 어케 다가가야 할지 몰루겠다,"누구는 멋모를 때 도와주면서 의지가 되라고 할 거고, 누구는 신입이 일 땜에 여유 없을 테니 일에 집중할 수 있게 하라 할 거고 참 케바케라서",펨코
12742,잡담,하 오늘 학술대회 마무리 했습니다,고생하셨네요 취뽀 성공하세요!,펨코
12743,태그없음,근데 결혼 첫날밤 비즈니스 호텔 가는 거 신기하긴 하다,대신 다른 데에 쓰겠지,인티
12744,썸,"나 오래전부터 궁금한건데 남자들 마음에 드는 여자랑 여러명이 앉을때 맞은편에 앉아, 옆에 앉아????",나 모르는데 결과 보려구 옆자리 투표함,인티
12745,잡담,하염없이 울고 싶을 때 영화 추천해 주세요,눈물 강제로 뽑는 영화는 신과함꼐 일단 추천,펨코
12746,잡담,나이 36먹고 소개팅 들어와서 소개받았는데,퇴근하고 카톡해 뭐가 그리 급해,펨코
12747,태그없음,이 정도면 결혼해도 될까?,얼마나 사겼는디?,인티
12748,태그없음,애인생기면 이제 클럽 못간다는 사실이 넘 슬프다,ㅋㅋㅋㅋㅋㅋ 같이갈수있는 애잉만나 ㅎㅎ,인티
12749,태그없음,부럽다 난 왜 6개월 지나도 그대로 못잊었냐,나도 일년 지났는데 자꾸 문득 생각나고 그리움ㅋㅋ ㅋㅋ!!,인티
12750,태그없음,아니왜 내가 맘에드는 남자는 나한테 관심이 없엉 ㅜㅜ,내마링이이이이,인티
12751,태그없음,연인 사이에서 ~듯 이 말투 자주 안 써??,좀 별로긴해,인티
12752,태그없음,애인한테 연봉 말 안해줬는데 굳이 말해야하는거야?,굳이 왜말함,인티
12753,태그없음,"호감남이 나를 신경쓰는게 느껴져,",어떻게 행동 하는데?,인티
12754,연애중,애인이 인싸인거 은근 외롭구나,"마자 은근 서운하고 근데 뭐라 할수는 없구,,",인티
12755,연애중,₩청자₩들은 요새 데이트 뭐해?? 날씨가 추워서ㅠ,카페가고 전시회가고,인티
12756,태그없음,연애랑 결혼중에 선택하라고하면 뭐 선택할래?,나도 연애,인티
12757,잡담,연애관계에서 갑을관계가 항상 있다고 봄?,ㅇㅇ 항상있음,펨코
12758,질문,여자친구가 그날이면 다른분들은 어떻게 하세요?,냅둬요,펨코
12759,태그없음,나 왜 전애인 보고싶냐,야 나도 ㅜ,인티
12760,태그없음,난 은근 ISTP가 바람기 엄청 높을거 같은데,사람마다 다르겄지 난 잇팁인데 연애 관심도 없음,인티
12761,태그없음,애인 너무 칭찬해줬더니 변함,나도 그래서 요즘 칭찬 좀 줄였음,인티
12762,태그없음,소개남 목요일에 만나기로 했는데 내적친밀감을 형성하자는건 뭘까,만나서 어색해하지말자?,인티
12763,태그없음,호감있는거 안들킬려고해서 이어지기 더 힘든것같아,야 나두,인티
12764,잡담,썸 깨졌는데 왤케 마음이 후련하지,고생하셨음 ㅎ,펨코
12765,잡담,20대때 카톡 친구들 300명 넘었는데,다들 그런거같더ㅋㅋ,펨코
12766,잡담,오랜만에 통화 오래했네,부 럽 다,펨코
12767,썸,썸인데 읽씹하는건뭐야 어장이였을까??,딴사람이있건 나발이건 내기준 썸붕,인티
12768,잡담,연애 최대 얼마까지 쉬어봄?,15년,펨코
12769,썸,여자들 튕기기 그런거 진짜 있음?,사바사 난 오히려 직진,인티
12770,태그없음,애인한테 의심병 생길거같아,전적있으면 신뢰 회복하기가 쉽진 않더라,인티
12771,이별,절대 연락안올거 아는데 왜 계속 크리스마스 같이 보내자고 연락왔으면 좋겠냐,난 계획은 안 짰는데 그냥 보고싶다고 연락왔으면 좋겠다ㅜㅜ,인티
12772,태그없음,"28, 29살분들아 결혼 곧 하고 싶어?",나 너모너모 하고싶오,인티
12773,태그없음,사랑하면 다 잘생기고 예뻐보여?,나도 그래 ㅋㅋㅋ 너무 귀엽고 잘생겼다가 어느 순간은 보면 딱 적나라하게 보임 근데도 아 귀엽네 내가 얠 사랑하나보다 이런느낌?,인티
12774,태그없음,시간 갖고나서 더 돈독해진 ₩청자₩ 있어??,나나 돈독해짐 상대가 날 마니 좋아해줬고 나도 그 애의 소중함을 깨달았얼,인티
12775,태그없음,나 취뽀한 거 자랑하고 싶은데 어떻게 해야 될까?!,멀티프로필하고 걔만 집어넣어,인티
12776,이별,벌써 이별 한달이네,시간이 너무 안가지 나이먹어도 나아지진 않더라,펨코
12777,태그없음,지금 설레는 사람보다,3년 전 그 사람이 그리운 건 사람이 그리운게 아니라 그때의 행복했던 내가 그리워서 자꾸만 생각 나는게 아닐까,인티
12778,태그없음,완전 알콩달콩하다가 헤어진 ₩청자₩?,싸웠는데 그대로 헤어짐 ㅋㅋㅋㅋㅋ,인티
12779,짝,ISFJ 잘 지내다가 갑자기 차가워지는 건 왜그런거야?ㅠㅠ,차가워지는건 어캐 느끼는데?,인티
12780,잡담,정신이 성숙해지고 싶어요,책 읽으면 도움 많이 돼요,펨코
12781,이별,내가 헤어지자고 했는데 왜케 마음 아프냐,충분히 이해해ㅠㅠㅠ 뭔가 딱딱 연결고리 끊어지는게 너무  ,인티
12782,이별,전화해볼까요?,하고 싶은말은 하는걸 추천함 안하고 후회하는 것보단 낫다고 봄,펨코
12783,짝,우리 동네 올 일 없냐고 물어보면 좀 그래 ?,ㅋㅋㅋ 재촉하는 느낌인데,인티
12784,태그없음,"애인이랑 티키타카 잘돼서 좋아,,,,",애인이 눈치도 빠르고 배려심이 좋네,인티
12785,이별,시간이 약이긴 하네,찼어? 차였어??,인티
12786,이별,카톡 차단하면 송금 표시 사라지지?,차단 당한거야,인티
12787,기타,사귄지 7개월인데 시간가지자 해도 될까 ?,너 마음이지,인티
12788,태그없음,요즘 식은거 눈치챘나봐,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 누구 생각난다,인티
